display_name,types,type,country_code,state,city,county,street,postal_code,address,latitude,longitude,phone,phone_type,email_1,email_1_title,email_1_first_name,email_1_last_name,email_2,email_2_title,email_2_first_name,email_2_last_name,email_3,email_3_title,email_3_first_name,email_3_last_name,linkedin,facebook,twitter,instagram,tiktok,whatsapp,youtube,site,site_ga_code,site_has_google_tag,site_has_fb_pixel,photo,photos_count,rating,rating_history,reviews,range,business_status,business_status_history,booking_appointment_link,menu_link,verified,owner_title,located_in,os_id,google_id,place_id,cid,gmb_link,located_os_id,working_hours,area_service,about,corp_name,corp_employees,corp_revenue,corp_founded_year,corp_is_public,added_at,updated_at,,,,,,,,,,,
Hotel Fellini,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Rasella, 56",187,"Via Rasella, 56, 00187 Roma RM",150422.59.00,81125.55.00,390642742732,Fixed Line,admin@hotelfellini.com,,,,hotelfellinisrl@pec.it,,,,info@hotelfellini.com,,,,,,,,,,,https://www.hotelfellini.com/,,,,https://lh5.googleusercontent.com/p/AF1QipMAGy9TlcqH1qEkBwSw1PFFuZJJUGVGIKhuFWJw=w800-h500-k-no,623.0,4.3,"Undefined (Jan-2023), 4.3 (May-2023), 4.3 (Jul-2023), 4.3 (Jan-2024), 4.3 (Apr-2024)",650.0,3 stars,Operational,"Operational (Jan-2023), Operational (May-2023), Operational (Jul-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Hotel Fellini,,5e19ca7286f37896aab31a324ff9860f,0x132f61ac8742bf27:0x94e9707c90e5a94,ChIJJ79Ch6xhLxMRlFoOyQeXTgk,670639454218508948,https://google.com/maps/place/?q=place_id:ChIJJ79Ch6xhLxMRlFoOyQeXTgk,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,10000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:28:28.300000,,,,,,,,,,,
Mancini Park Hotel,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Di Valleranello, 67",128,"Via di Valleranello, 67, 00128 Roma RM",132505.05.00,76092.19.00,39065080284,Fixed Line,info@manciniparkhotel.net,,,,info@hotelquadrifoglioroma.it,,,,info@manciniparkhotel.it,,,,,,,,,,,http://www.manciniparkhotel.net/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG-LTJ1lPaXrzTglFdcB9OhwmmmAP25fftGpmBNAUFGyw3ynjotRvtx9nEFYQ8vAvjvH3ltIeTUJRTPKpdv4JghgH0jVxtZtrnEejnx_6R5JAqdk_oq8VcawTRVSeS4lRHp9Jbbq37O4I_OjluaLoNIve9ty8h7wmqanHJdgeUs6pw3oPBhcxD-=w800-h500-k-no,726.0,4.0,"4.1 (Mar-2023), 4.1 (May-2023), 4.0 (Jul-2023), 4.0 (Jan-2024), 4.0 (Apr-2024)",658.0,4 stars,Operational,"Operational (Mar-2023), Operational (May-2023), Operational (Jul-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Mancini Park Hotel,,ffd88719cbdc41366d89202483a6d0de,0x13258b5f4eb9292b:0x45840cdaf1b8c26a,ChIJKym5Tl-LJRMRasK48doMhEU,5009142820040655466,https://google.com/maps/place/?q=place_id:ChIJKym5Tl-LJRMRasK48doMhEU,,,FALSE,"{'Other': {'Pool': True, 'Free parking': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2020-12-28T20:39:45.764000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Locanda delle Corse,"Hotel, Italian Restaurant, Nail Salon, Spa",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Appia Nuova, 1260",178,"Via Appia Nuova, 1260, 00178 Roma RM",136828.27.00,94409.38.00,39067180241,Fixed Line,info@locandadellecorse.com,,,,ristorantesalvi@gmail.com,,,,,,,,,,,,,,,http://www.locandadellecorse.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGazQh1_n6RkPau5TiprCcLl4FBIpTq5x9UN6s1kVyp2EsaRNWwA14cEt7M_LeMYcTVLGiGqetkrJ6j3oE2jZ76MMBAwsUqp_uzB3X4guVx3BaHcXMEyJ-L9s3XLvh20VIMkMrQpMPrNHGDNhtQ7R-XTNZtdAiKDbEJ_TGG3-_5qnqBUlpVRBhBLA=w800-h500-k-no,233.0,4.1,"4.0 (May-2023), 4.1 (Aug-2023), 4.1 (Sep-2023), 4.1 (Nov-2023), 4.1 (Apr-2024)",290.0,3 stars,Operational,"Operational (May-2023), Operational (Aug-2023), Operational (Sep-2023), Operational (Nov-2023), Operational (Apr-2024)",,,TRUE,Locanda Delle Corse,,bcd4a00893adef8edb8c2b931596216e,0x132589a825b5deb1:0x8d2c8a1bd27783e3,ChIJsd61JaiJJRMR44N30huKLI0,10172657510422905827,https://google.com/maps/place/?q=place_id:ChIJsd61JaiJJRMR44N30huKLI0,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Parking': True, 'Star rating': '3 stars', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-05T17:00:00.683000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Pepoli9,"Bed & Breakfast, Hotel",Bed & Breakfast,IT,metropolitan city of rome capital,Rome,,"Via Di Villa Pepoli, 9",153,"Via di Villa Pepoli, 9, 00153 Roma RM",146373.21.00,81701.56.00,390693374254,Fixed Line,dpo@pepoli9rome.com,,,,immobiliarecaracallasrl@pec.it,,,,info@pepoli9rome.com,,,,,,,,,,,http://www.pepoli9rome.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFCztjDoAKFKLX0Lg-nRZ8mCPJeXS0l70H9_MnlbFWjNzQo3gPqUDUr8M63nnbqWrWq1ZwlFwgt6BFN70TKaxMJhaQ7bt9zn8DZgkl38HfyP0IGaHIUpt98L7lFyFl4eEwlHfLXYLCYr-Xfg9nDo5yr46GaNIqRSjpivDAmizK4_wu3Pd0bTno=w800-h500-k-no,92.0,4.9,"4.9 (Apr-2023), 4.9 (Jun-2023), 4.9 (Jan-2024), 4.9 (May-2024), 4.9 (Oct-2024)",47.0,3 stars,Operational,"Operational (Apr-2023), Operational (Jun-2023), Operational (Jan-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Pepoli9,,fc2b016413f822f7361768cd80eea4e4,0x132f61ce009743eb:0xac8c94fa3fb86887,ChIJ60OXAM5hLxMRh2i4P_qUjKw,12433476473794881671,https://google.com/maps/place/?q=place_id:ChIJ60OXAM5hLxMRh2i4P_qUjKw,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,1000000,,FALSE,2021-03-07T03:29:51.233000,2024-10-19T01:20:23.358000,,,,,,,,,,,
Sistina Twentythree Luxury Rooms,"Hotel, Bed & Breakfast",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Sistina, 23",187,"Via Sistina, 23, 00187 Roma RM",150740.15.00,81115.34.00,393774398012,Mobile,aruba@aruba.pec.it,,,,info@sistinatwentythree.it,,,,info@hotel.com,,,,,,,,,,,http://www.sistinatwentythree.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEwPY_l33cReM_WVN3UndYgTfuNQ6xhuUpluW6OKFmDL6wNZ6hr8gEITuFpSv34KdeUDZX16164lLnaH0EZZa19rKaCL18-W72BZkG1WMD_pS2p4otDNYAdrjIEEnHb9AO6_kLafb94k5bLTQXr0QWH68cjJbCmblaYR-M08D55MspKELdG6zq8=w800-h500-k-no,56.0,4.0,"4.1 (Oct-2023), 4.1 (Jan-2024), 3.9 (Mar-2024), 3.9 (May-2024), 4.0 (Oct-2024)",32.0,3 stars,Operational,"Operational (Oct-2023), Operational (Jan-2024), Operational (Mar-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Sistina Twentythree Luxury Rooms,,51f0728b908876cd61a4b4173499691f,0x132f61f187290fa9:0xdfc0420f75a96741,ChIJqQ8ph_FhLxMRQWepdQ9CwN8,16122959300152354625,https://google.com/maps/place/?q=place_id:ChIJqQ8ph_FhLxMRQWepdQ9CwN8,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Airport shuttle': True, 'Star rating': '3 stars', 'Check-out time': '10:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-07T03:29:51.233000,2024-10-19T01:28:28.300000,,,,,,,,,,,
Biloba - Boutique Apartment,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Corso Lodi, 113",20139,"C.so Lodi, 113, 20139 Milano MI",73623.16.00,36971.43.00,393490727327,Mobile,bbcasadolcecasa.info@gmail.com,,,,bianchiniste@gmail.com,,,,fabriziovito.longo@gmail.com,,,,,,,,,,,https://beb.it/biloba-boutiqueapartment,,,,https://lh5.googleusercontent.com/p/AF1QipN89WrpNGjVkqWpwaPRS0MmHNVXVn75i-AJeFSg=w800-h500-k-no,4.0,5.0,"Undefined (Oct-2023), Undefined (Jan-2024), 5.0 (May-2024), 5.0 (Jul-2024), 5.0 (Oct-2024)",5.0,,Operational,"Operational (Oct-2023), Operational (Jan-2024), Operational (May-2024), Operational (Jul-2024), Operational (Oct-2024)",,,TRUE,Biloba - Boutique Apartment,,6b8ae8fe551bc882aac4308af479397e,0x4786c527363ef91f:0x7d67f3884fe34691,ChIJH_k-NifFhkcRkUbjT4jzZ30,9036458944123586193,https://google.com/maps/place/?q=place_id:ChIJH_k-NifFhkcRkUbjT4jzZ30,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Star rating': None, 'Check-out time': '10:00', 'Check-in time': '16:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2023-09-07T00:13:25.936000,2024-10-19T01:14:31.691000,,,,,,,,,,,
Pet Hotel Milano,"Pet Boarding Service, Animal Shelter, Hostel, Resort Hotel, Student Dormitory",Pet Boarding Service,IT,metropolitan city of milan,Milan,,"Viale Tunisia, N 15",20124,"Viale Tunisia, 15, 20124 Milano MI",79659.09.00,9.204.218.599.999.990,390239433974,Fixed Line,dilandogstore@libero.it,,,,info@dilandog.it,,,,,,,,,,,,,,,http://www.dilandog.it/,,,,https://lh5.googleusercontent.com/p/AF1QipN23OkwEH5yxzJ7lq-qqHaf6Vy1pYOuS2dJgM5-=w800-h500-k-no,4.0,5.0,"5.0 (May-2023), 5.0 (Oct-2023), 5.0 (Feb-2024), 5.0 (May-2024), 5.0 (Jul-2024)",1.0,,Operational,"Operational (May-2023), Operational (Oct-2023), Operational (Feb-2024), Operational (May-2024), Operational (Jul-2024)",,,TRUE,Pet Hotel Milano,,9ff46e71553350e69aa34da87f7d2175,0x4786c78e0d662d0f:0x67c53621879a0cba,ChIJDy1mDY7HhkcRugyahyE2xWc,7477442273955417274,https://google.com/maps/place/?q=place_id:ChIJDy1mDY7HhkcRugyahyE2xWc,,,FALSE,"{'From the business': {'Identifies as women-owned': True}, 'Service options': {'On-site services': True}, 'Accessibility': {'Wheelchair-accessible seating': True, 'Wheelchair-accessible toilet': True}, 'Amenities': {'Gender-neutral toilets': True}, 'Crowd': {'LGBTQ+ friendly': True, 'Transgender safe space': True}, 'Other': {'LGBTQ+ friendly': True, 'Identifies as women-owned': True}}",,,,,,2021-05-08T06:55:49.359000,2024-09-16T07:54:28.340000,,,,,,,,,,,
Grand Hotel Palace Rome,"Hotel, Event Venue, Restaurant, Spa",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Vittorio Veneto, 70",187,"Via Vittorio Veneto, 70, 00187 Roma RM",151171.01.00,81687.03.00,390647871,Mobile,abraun@millenniumhotels.com,Director Global Account Sales,aimee,braun,aciulla@millenniumhotels.com,"Quality Engineer, East Coast Backplane And Integration Operations",amy,ciulla,adam.gao@millenniumhotels.com,Regional Sales Manager-China Southern Area,Adam,Gao,,,,,,,,https://www.millenniumhotels.com/en/rome/grand-hotel-palace-rome/?cid=gplaces-grand-hotel-palace-rome,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH1OY2KPiTiIgWW8K0gpO9uz2tXJmDop0aw4dGbSdDk6YzOO6gWymcPuk2tV1TI8XSHt7OURP3-0lo6lAYCvImiWV8qJhYctRaq7GFerr8HTr60cu3q6wJwef6Qaxb0l1KFXcPtHbFx1oA-4hrFD7p5HVWYL1fqPvV7XOw-jOvFqRnafvFao8JZ=w800-h500-k-no,1568.0,4.5,"4.5 (May-2023), 4.5 (Jun-2023), 4.5 (Nov-2023), 4.5 (Jan-2024), 4.5 (Mar-2024)",674.0,5 stars,Operational,"Operational (May-2023), Operational (Jun-2023), Operational (Nov-2023), Operational (Jan-2024), Operational (Mar-2024)",,,TRUE,Grand Hotel Palace,,d51a71eada1c621cf41a27cc2c4c2054,0x132f61aa34bf7049:0x2133af02466eef14,ChIJSXC_NKphLxMRFO9uRgKvMyE,2392448251370336020,https://google.com/maps/place/?q=place_id:ChIJSXC_NKphLxMRFO9uRgKvMyE,,,FALSE,"{'Crowd': {'LGBTQ+ friendly': True}, 'Other': {'Spa': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '5 stars', 'Check-out time': '12:00', 'Check-in time': '14:00', 'LGBTQ+ friendly': True}, 'Amenities': {'Free Wi-Fi': True}}",,5000,10000000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:26:03.921000,,,,,,,,,,,
Best Western Hotel I Triangoli,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Ermanno Wolf Ferrari, 285",124,"Via Ermanno Wolf Ferrari, 285, 00124 Roma RM",125512.24.00,62051.56.00,3906500871,Mobile,booking@itriangoli.com,,,,info@itriangoli.com,,,,info@portoturisticodiroma.it,,,,,,,,,,,http://www.itriangoli.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFONKzxJlsQTr60fZYAX3fIwVwX5w2fJdDdGZcxgpMI6feudMurQajjqkG76sQ65u8TsKpV2ADne814b2v3TS1c7-4tJd5L2ohx4DFZGcb1A0lkgwJ1XAC0wm4xopb0vo1gLtaYLsumY8NFQODqS0m728RHVl_5RpDOwGbsY1NBw32mVPUctb6m=w800-h500-k-no,1013.0,4.1,"4.1 (Jul-2023), 4.1 (Dec-2023), 4.1 (Jan-2024), 4.1 (Apr-2024), 4.1 (Oct-2024)",1175.0,4 stars,Operational,"Operational (Jul-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Best Western Hotel I Triangoli,,cf75de0148f8a8515ed4875c82bce70d,0x1325f24364dc4be5:0xbb096c3f247142fb,ChIJ5UvcZEPyJRMR-0JxJD9sCbs,13477422378333061883,https://google.com/maps/place/?q=place_id:ChIJ5UvcZEPyJRMR-0JxJD9sCbs,,,FALSE,"{'Other': {'Free parking': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,1000000,,FALSE,2021-03-05T16:16:43.944000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Hotel Trevi Palace,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Mazzarino, 2",184,"Via Mazzarino, 2, 00184 Roma RM",149637.38.00,81227.02.00,3906483739,Mobile,gestionihotelsrl1@legalmail.it,,,,info@trevipalacehotel.com,,,,privacy@trevipalacehotel.com,,,,,,,,,,,http://www.trevipalacehotel.com/,,,,https://lh5.googleusercontent.com/p/AF1QipNvFvIJBh6kKMEbQMXlH8J9JLmca8DO0ntTfqRL=w800-h500-k-no,284.0,4.5,"4.5 (Oct-2023), 4.5 (Dec-2023), 4.5 (Jan-2024), 4.5 (Feb-2024), 4.5 (May-2024)",324.0,3 stelle,Operational,"Operational (Oct-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Feb-2024), Operational (May-2024)",,,TRUE,Hotel Trevi Palace,Centro Congressi Palazzo Rospigliosi,56ef3ef779334bed9f0b6c64dff8fdbb,0x132f61b27913acab:0xdeb2b121baab68fc,ChIJq6wTebJhLxMR_GiruiGxst4,16047083180698331388,https://google.com/maps/place/?q=place_id:ChIJq6wTebJhLxMR_GiruiGxst4,7bab0da3abeb96ae2bf5ae58eb537c20,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Airport shuttle': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,,2020-12-28T20:39:45.764000,2024-10-25T14:40:12.989000,,,,,,,,,,,
Hotel Sanpi Milano,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Via Lazzaro Palazzi, 18",20124,"Via Lazzaro Palazzi, 18, 20124 Milano MI",79677.52.00,33850.12.00,390229513341,Fixed Line,hotelsanpi@pec.atlink.it,,,,info@hotelsanpimilano.it,,,,,,,,,,,,,,,https://hotelsanpimilano.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHzqVdtwJXeIWV169D4r-8VY524h2KqzIFyn76avY6xkdk-EB-RJC44U9pP_6qzu-gMXs1qP2Ku6Oe3YHYKX9V7fD-niYxfZT5bmkj-xK6G-H1yjSJXWidWT3PHN5MVscq9K0If_EUiGPfbxcU-_mLoo2nQgbcuj3lKEmE5C-msm8ZGzqZNa0pf=w800-h500-k-no,1217.0,4.2,"4.1 (Feb-2023), 4.1 (May-2023), 4.1 (Aug-2023), 4.2 (Jan-2024), 4.2 (Apr-2024)",989.0,4 stars,Operational,"Operational (Feb-2023), Operational (May-2023), Operational (Aug-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Hotel Sanpi Milano,,0e6cd583a69e13d2d1a64cfdd5c380b5,0x4786c6c7058f9305:0xd14df07084b7099,ChIJBZOPBcfGhkcRmXBLCAffFA0,942623443324203161,https://google.com/maps/place/?q=place_id:ChIJBZOPBcfGhkcRmXBLCAffFA0,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-07T03:29:51.233000,2024-10-19T01:16:28.382000,,,,,,,,,,,
Hotel Pulitzer Roma,"Hotel, Restaurant",Hotel,IT,metropolitan city of rome capital,Rome,,"Viale Guglielmo Marconi, 905",146,"Viale Guglielmo Marconi, 905, 00146 Roma RM",141242.06.00,805.05.00,3906598591,Mobile,direzione.generale@planetariahotels.com,,,,hotel@pec.hotelpulitzer.it,,,,hr@hotelpulitzer.it,,,,,,,,,,,http://www.hotelpulitzer.it/,,,,https://lh5.googleusercontent.com/p/AF1QipMld_Rol_qyp3tGDLv3RVoQhA44db1hwHmKcQgz=w800-h500-k-no,905.0,4.4,"4.4 (Jan-2023), 4.4 (May-2023), 4.4 (Jun-2023), 4.4 (Jan-2024), 4.4 (Apr-2024)",980.0,4 stars,Operational,"Operational (Jan-2023), Operational (May-2023), Operational (Jun-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Hotel Pulitzer Roma,,d3c45a0978c4681375a41bc3c3801f45,0x13258af3ae697051:0xb399d8b20a48bc60,ChIJUXBprvOKJRMRYLxICrLYmbM,12941613263414148192,https://google.com/maps/place/?q=place_id:ChIJUXBprvOKJRMRYLxICrLYmbM,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,10000000,,FALSE,2021-03-07T03:29:51.233000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Una finestra su Monti,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Palermo, 67",184,"Via Palermo, 67, 00184 Roma RM",149865.36.00,82062.43.00,393738186631,Mobile,info@bbromamonti.com,,,,info@bbromamonti.it,,,,,,,,,,,,,,,http://www.bbromamonti.com/,,,,https://lh5.googleusercontent.com/p/AF1QipMnVt5Zp3l66tiCjhQvxREg6CdBbNjxeAcbjkbR=w800-h500-k-no,98,4.6,"4.6 (Jun-2023), 4.6 (Nov-2023), 4.6 (Jan-2024), 4.6 (May-2024), 4.6 (Oct-2024)",90.0,3 stars,Operational,"Operational (Jun-2023), Operational (Nov-2023), Operational (Jan-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Una Finestra Su Monti,,b282ec2b9531ed0a8befd2ce1f23bf2d,0x132f61ae4d99954b:0x9247804e7387ea55,ChIJS5WZTa5hLxMRVeqHc06AR5I,10540534527318026837,https://google.com/maps/place/?q=place_id:ChIJS5WZTa5hLxMRVeqHc06AR5I,,,FALSE,"{'Crowd': {'LGBTQ+ friendly': True}, 'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Airport shuttle': True, 'Star rating': '3 stars', 'Check-out time': '10:30', 'Check-in time': '14:00', 'LGBTQ+ friendly': True}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-05T16:46:43.394000,2024-10-09T14:31:40.890000,,,,,,,,,,,
La Maison D' Art Spagna,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Del Corso, 112",186,"Via del Corso, 112, 00186 Roma RM",4.190.569.869.999.990,79776.46.00,390645493364,Fixed Line,dsuitesrl@gmail.com,,,,info@lamaisondart.com,,,,,,,,,,,,,,,https://www.lamaisondart.com/,,,,https://lh5.googleusercontent.com/p/AF1QipPnlG73j6S-9IZfAz0BbHqew9kCovdEBEI5uY3A=w800-h500-k-no,547.0,4.0,"4.0 (Aug-2023), 4.0 (Oct-2023), 4.0 (Jan-2024), 4.0 (Mar-2024), 4.0 (Apr-2024)",262.0,3 stars,Operational,"Operational (Aug-2023), Operational (Oct-2023), Operational (Jan-2024), Operational (Mar-2024), Operational (Apr-2024)",,,TRUE,La Maison D' Art Spagna,,afe3f60677ab8f490386d5c224fe1dc4,0x132f604ef612fd0f:0x6c47012283d8e9f7,ChIJD_0S9k5gLxMR9-nYgyIBR2w,7802206127195220471,https://google.com/maps/place/?q=place_id:ChIJD_0S9k5gLxMR9-nYgyIBR2w,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Airport shuttle': True, 'Star rating': '3 stars', 'Check-out time': '11:30', 'Check-in time': '13:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-07T03:29:51.233000,2024-10-19T01:26:03.921000,,,,,,,,,,,
B&B Rome Sleep Home,"Bed & Breakfast, Hotel, Serviced Accommodation",Bed & Breakfast,IT,metropolitan city of rome capital,Rome,,"Via Costantino, 10",145,"Via Costantino, 10, 00145 Roma RM",142558.28.00,12.489.963.399.999.900,393805008451,Mobile,achen02@gmail.com,Na Media Operations Lead,Anna,Chen,agangwal@google.com,"Strategy And Operations Lead, Gtech",Abhishek,Gangwal,aknapic@google.com,Partner Technology Manager - Video,Alen,Knapic,,,,,,,,https://www.google.com/travel/hotels/s/cEH4pJcRpZh2wjiw8,,,,https://lh5.googleusercontent.com/p/AF1QipNFPoO9yLWBkY28tVT9f1x5XtKn6nSfZcChthcL=w800-h500-k-no,4,4.7,"4.6 (Aug-2023), 4.6 (Sep-2023), 4.6 (Jan-2024), 4.6 (May-2024), 4.6 (Aug-2024)",72.0,,Operational,"Operational (Aug-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (May-2024), Operational (Aug-2024)",,,TRUE,B&B Rome Sleep Home,,f025dda0cbd1f898e1f7d96c95e004cc,0x13258a647870bc13:0xe26734b0d8196d4d,ChIJE7xweGSKJRMRTW0Z2LA0Z-I,16314066109317344589,https://google.com/maps/place/?q=place_id:ChIJE7xweGSKJRMRTW0Z2LA0Z-I,,,FALSE,"{'Other': {'Free breakfast': True, 'Free Wi-Fi': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': None, 'Check-out time': '10:00', 'Check-in time': '12:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,100000,10000000000,,TRUE,2021-05-08T06:38:50.668000,2024-10-23T11:04:28.260000,,,,,,,,,,,
HOTEL REGINA MARGHERITA,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Bari, 3",161,"Via Bari, 3, 00161 Roma RM",151845.07.00,85583.05.00,390644202145,Fixed Line,info@hotelreginamargherita.it,,,,rmhotelroma@gmail.com,,,,,,,,,,,,,,,https://hotelreginamargherita.it/,,,,https://lh5.googleusercontent.com/p/AF1QipP1A085BVEb3I93uXiR8m4jRXSNn9IR6FTAcMNx=w800-h500-k-no,387.0,3.8,"3.7 (Mar-2023), 3.8 (Nov-2023), 3.8 (Jan-2024), 3.8 (Apr-2024), 3.8 (Oct-2024)",335.0,3 stars,Operational,"Operational (Mar-2023), Operational (Nov-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Hotel Regina Margherita,,a4d2ff449a4f32b85684b8de708af270,0x12e73409742752f7:0x5615cf5efada5639,ChIJ91IndAk05xIROVba-l7PFVY,6203092068615214649,https://google.com/maps/place/?q=place_id:ChIJ91IndAk05xIROVba-l7PFVY,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-08-04T21:23:06.841000,2024-10-19T01:06:18.474000,,,,,,,,,,,
